Date,Open,High,Low,Close,Adj Close,Volume
2022-04-12,6.704999923706055,6.947000026702881,6.599999904632568,6.679999828338623,6.679999828338623,234248
2022-04-13,6.703999996185303,7.091000080108643,6.6519999504089355,6.997000217437744,6.997000217437744,210551
2022-04-14,7.046000003814697,7.3460001945495605,6.949999809265137,7.300000190734863,7.300000190734863,214218
2022-04-18,7.367000102996826,8.0649995803833,7.364999771118164,7.820000171661377,7.820000171661377,191084
2022-04-19,7.776000022888184,7.939000129699707,6.953999996185303,7.176000118255615,7.176000118255615,236995
2022-04-20,7.252999782562256,7.409999847412109,6.790999889373779,6.936999797821045,6.936999797821045,157958
2022-04-21,6.824999809265137,7.145999908447266,6.703000068664551,6.956999778747559,6.956999778747559,145263
2022-04-22,6.938000202178955,7.079999923706055,6.438000202178955,6.533999919891357,6.533999919891357,80599
2022-04-25,6.414000034332275,6.966000080108643,6.34499979019165,6.669000148773193,6.669000148773193,32516
2022-04-26,6.835999965667725,7.050000190734863,6.6620001792907715,6.849999904632568,6.849999904632568,41407
2022-04-27,6.857999801635742,7.343999862670898,6.800000190734863,7.267000198364258,7.267000198364258,155327
2022-04-28,7.394999980926514,7.421999931335449,6.879000186920166,6.888000011444092,6.888000011444092,139569
2022-04-29,6.939000129699707,7.335000038146973,6.804999828338623,7.24399995803833,7.24399995803833,109239
2022-05-02,7.4120001792907715,7.617000102996826,7.218999862670898,7.474999904632568,7.474999904632568,110917
2022-05-03,7.539999961853027,8.168999671936035,7.539000034332275,7.953999996185303,7.953999996185303,153339
2022-05-04,7.815000057220459,8.473999977111816,7.729000091552734,8.414999961853027,8.414999961853027,132317
2022-05-05,8.354999542236328,8.913000106811523,8.116999626159668,8.782999992370605,8.782999992370605,160163
2022-05-06,8.843000411987305,8.996000289916992,7.956999778747559,8.043000221252441,8.043000221252441,168297
2022-05-09,7.8429999351501465,8.286999702453613,6.961999893188477,7.026000022888184,7.026000022888184,202616
2022-05-10,7.03000020980835,7.4629998207092285,6.429999828338623,7.385000228881836,7.385000228881836,185464
2022-05-11,7.311999797821045,7.7210001945495605,7.296000003814697,7.639999866485596,7.639999866485596,120930
2022-05-12,7.63700008392334,7.789999961853027,7.255000114440918,7.738999843597412,7.738999843597412,107056
2022-05-13,7.672999858856201,7.919000148773193,7.514999866485596,7.663000106811523,7.663000106811523,85042
2022-05-16,7.699999809265137,8.182999610900879,7.663000106811523,7.955999851226807,7.955999851226807,93521
2022-05-17,8.015999794006348,8.371999740600586,8.015000343322754,8.303999900817871,8.303999900817871,76666
2022-05-18,8.317999839782715,8.54800033569336,8.15999984741211,8.368000030517578,8.368000030517578,80717
2022-05-19,8.239999771118164,8.5,7.90500020980835,8.307999610900879,8.307999610900879,90577
2022-05-20,8.112000465393066,8.189000129699707,7.836999893188477,8.083000183105469,8.083000183105469,85458
2022-05-23,8.079000473022461,8.821999549865723,7.85099983215332,8.744000434875488,8.744000434875488,65546
2022-05-24,8.72700023651123,8.930000305175781,8.604999542236328,8.795999526977539,8.795999526977539,31660
2022-05-25,8.831000328063965,9.39900016784668,8.765000343322754,8.970999717712402,8.970999717712402,37393
2022-05-26,8.984000205993652,9.401000022888184,8.78499984741211,8.907999992370605,8.907999992370605,163265
2022-05-27,8.810999870300293,8.895000457763672,8.28499984741211,8.72700023651123,8.72700023651123,107093
2022-05-31,8.87399959564209,8.916000366210938,8.118000030517578,8.145000457763672,8.145000457763672,125484
2022-06-01,8.270999908447266,8.791000366210938,8.145999908447266,8.696000099182129,8.696000099182129,111962
2022-06-02,8.782999992370605,9.057000160217285,8.376999855041504,8.484999656677246,8.484999656677246,119011
2022-06-03,8.411999702453613,8.692999839782715,8.267000198364258,8.52299976348877,8.52299976348877,75228
2022-06-06,8.75,9.399999618530273,8.732000350952148,9.321999549865723,9.321999549865723,129103
2022-06-07,9.359000205993652,9.543999671936035,9.199999809265137,9.293000221252441,9.293000221252441,140029
2022-06-08,9.335000038146973,9.663999557495117,8.427000045776367,8.699000358581543,8.699000358581543,250296
2022-06-09,8.628999710083008,9.03600025177002,8.015999794006348,8.963000297546387,8.963000297546387,244480
2022-06-10,8.996999740600586,9.14900016784668,8.621999740600586,8.850000381469727,8.850000381469727,134611
2022-06-13,8.920000076293945,8.949999809265137,8.381999969482422,8.609000205993652,8.609000205993652,167556
2022-06-14,8.685999870300293,8.888999938964844,7.007999897003174,7.189000129699707,7.189000129699707,273717
2022-06-15,7.269000053405762,7.697999954223633,7.201000213623047,7.420000076293945,7.420000076293945,123589
2022-06-16,7.539999961853027,8.027000427246094,7.329999923706055,7.464000225067139,7.464000225067139,137433
2022-06-17,7.453999996185303,7.5879998207092285,6.88100004196167,6.943999767303467,6.943999767303467,103759
2022-06-21,6.800000190734863,6.97599983215332,6.553999900817871,6.808000087738037,6.808000087738037,120010
2022-06-22,6.843999862670898,6.929999828338623,6.574999809265137,6.857999801635742,6.857999801635742,92473
2022-06-23,6.828999996185303,6.840000152587891,6.175000190734863,6.238999843597412,6.238999843597412,78031
2022-06-24,6.228000164031982,6.336999893188477,6.020999908447266,6.21999979019165,6.21999979019165,26571
2022-06-27,6.125999927520752,6.538000106811523,6.010000228881836,6.500999927520752,6.500999927520752,33103
2022-06-28,6.448999881744385,6.764999866485596,6.386000156402588,6.551000118255615,6.551000118255615,90792
2022-06-29,6.631999969482422,6.833000183105469,6.40500020980835,6.498000144958496,6.498000144958496,82205
2022-06-30,6.427999973297119,6.6020002365112305,5.35699987411499,5.423999786376953,5.423999786376953,182579
2022-07-01,5.701000213623047,5.949999809265137,5.590000152587891,5.730000019073486,5.730000019073486,106967
2022-07-05,5.711999893188477,5.9070000648498535,5.324999809265137,5.5229997634887695,5.5229997634887695,110174
2022-07-06,5.460000038146973,5.736999988555908,5.380000114440918,5.510000228881836,5.510000228881836,73506
2022-07-07,5.539000034332275,6.38100004196167,5.48799991607666,6.296999931335449,6.296999931335449,127670
2022-07-08,6.188000202178955,6.304999828338623,6.01200008392334,6.033999919891357,6.033999919891357,107326
2022-07-11,6.446000099182129,6.689000129699707,6.23199987411499,6.426000118255615,6.426000118255615,109392
2022-07-12,6.525000095367432,6.785999774932861,6.013999938964844,6.163000106811523,6.163000106811523,132046
2022-07-13,6.251999855041504,6.797999858856201,6.201000213623047,6.689000129699707,6.689000129699707,116805
2022-07-14,6.5980000495910645,6.8979997634887695,6.5370001792907715,6.599999904632568,6.599999904632568,121044
2022-07-15,6.669000148773193,7.144000053405762,6.420000076293945,7.015999794006348,7.015999794006348,105875
2022-07-18,7.168000221252441,7.553999900817871,7.078000068664551,7.479000091552734,7.479000091552734,91133
2022-07-19,7.432000160217285,7.540999889373779,7.109000205993652,7.263999938964844,7.263999938964844,96160
2022-07-20,7.311999797821045,8.039999961853027,7.173999786376953,8.006999969482422,8.006999969482422,120860
2022-07-21,7.873000144958496,8.175999641418457,7.605999946594238,7.932000160217285,7.932000160217285,96422
2022-07-22,7.892000198364258,8.416999816894531,7.75,8.298999786376953,8.298999786376953,52813
2022-07-25,8.390000343322754,8.87399959564209,8.347000122070312,8.72700023651123,8.72700023651123,33164
2022-07-26,8.814000129699707,9.751999855041504,8.75,8.993000030517578,8.993000030517578,38204
2022-07-27,8.880999565124512,9.137999534606934,8.487000465393066,8.687000274658203,8.687000274658203,105217
2022-07-28,8.579999923706055,8.845000267028809,8.102999687194824,8.133999824523926,8.133999824523926,89237
2022-07-29,8.154999732971191,8.387999534606934,8.010000228881836,8.229000091552734,8.229000091552734,77774
2022-08-01,7.909999847412109,8.29800033569336,7.752999782562256,8.282999992370605,8.282999992370605,104021
2022-08-02,8.227999687194824,8.232999801635742,7.625,7.705999851226807,7.705999851226807,106080
2022-08-03,7.671000003814697,8.479999542236328,7.550000190734863,8.265999794006348,8.265999794006348,134210
2022-08-04,8.281000137329102,8.449999809265137,7.824999809265137,8.121999740600586,8.121999740600586,102540
2022-08-05,8.151000022888184,8.248000144958496,7.8979997634887695,8.064000129699707,8.064000129699707,111704
2022-08-08,7.875999927520752,7.916999816894531,7.5320000648498535,7.589000225067139,7.589000225067139,117789
2022-08-09,7.665999889373779,7.888999938964844,7.623000144958496,7.833000183105469,7.833000183105469,88511
2022-08-10,7.857999801635742,8.267000198364258,7.704999923706055,8.20199966430664,8.20199966430664,111811
2022-08-11,8.222000122070312,8.994000434875488,8.178000450134277,8.87399959564209,8.87399959564209,141751
2022-08-12,8.717000007629395,8.918999671936035,8.515999794006348,8.767999649047852,8.767999649047852,68126
2022-08-15,8.678999900817871,8.935999870300293,8.402999877929688,8.727999687194824,8.727999687194824,80221
2022-08-16,8.809000015258789,9.41100025177002,8.78499984741211,9.329000473022461,9.329000473022461,104087
2022-08-17,9.362000465393066,9.677000045776367,9.121000289916992,9.244000434875488,9.244000434875488,88675
2022-08-18,9.166000366210938,9.663000106811523,8.913000106811523,9.187999725341797,9.187999725341797,112102
2022-08-19,9.201000213623047,9.395000457763672,8.869999885559082,9.336000442504883,9.336000442504883,69809
2022-08-22,9.173999786376953,9.982000350952148,9.157999992370605,9.680000305175781,9.680000305175781,92412
2022-08-23,9.817000389099121,10.027999877929688,9.050000190734863,9.192999839782715,9.192999839782715,118634
2022-08-24,9.25,9.454999923706055,9.100000381469727,9.329999923706055,9.329999923706055,50496
2022-08-25,9.23900032043457,9.418999671936035,9.175000190734863,9.375,9.375,25827
2022-08-26,9.371999740600586,9.668000221252441,9.185999870300293,9.295999526977539,9.295999526977539,33977
2022-08-29,9.670000076293945,9.682000160217285,9.034000396728516,9.352999687194824,9.352999687194824,89284
2022-08-30,9.26200008392334,9.300000190734863,8.864999771118164,9.041999816894531,9.041999816894531,76599
2022-08-31,9.081999778747559,9.284000396728516,8.814000129699707,9.126999855041504,9.126999855041504,86294
2022-09-01,9.133000373840332,9.394000053405762,9.010000228881836,9.26200008392334,9.26200008392334,94244
2022-09-02,9.1899995803833,9.239999771118164,8.619000434875488,8.78600025177002,8.78600025177002,103166
2022-09-06,9.027999877929688,9.12600040435791,7.822999954223633,8.145000457763672,8.145000457763672,149360
2022-09-07,8.038999557495117,8.298999786376953,7.750999927520752,7.8420000076293945,7.8420000076293945,127189
2022-09-08,7.841000080108643,8.064000129699707,7.771999835968018,7.914999961853027,7.914999961853027,105989
2022-09-09,7.974999904632568,8.204999923706055,7.888000011444092,7.995999813079834,7.995999813079834,90496
2022-09-12,8.026000022888184,8.406000137329102,7.855000019073486,8.24899959564209,8.24899959564209,106172
2022-09-13,8.380999565124512,8.456000328063965,8.154999732971191,8.284000396728516,8.284000396728516,108829
2022-09-14,8.390999794006348,9.23799991607666,8.324999809265137,9.11400032043457,9.11400032043457,137213
2022-09-15,9.072999954223633,9.116999626159668,8.204000473022461,8.324000358581543,8.324000358581543,127214
2022-09-16,8.29800033569336,8.319000244140625,7.7170000076293945,7.763999938964844,7.763999938964844,96572
2022-09-19,7.736999988555908,7.922999858856201,7.4039998054504395,7.751999855041504,7.751999855041504,87547
2022-09-20,7.863999843597412,7.985000133514404,7.646999835968018,7.7170000076293945,7.7170000076293945,80107
2022-09-21,7.735000133514404,8.123000144958496,7.559999942779541,7.7789998054504395,7.7789998054504395,98568
2022-09-22,7.730999946594238,7.776000022888184,7.060999870300293,7.089000225067139,7.089000225067139,136340
2022-09-23,7.182000160217285,7.2820000648498535,6.736999988555908,6.828000068664551,6.828000068664551,73669
2022-09-26,6.843999862670898,6.96999979019165,6.526000022888184,6.9029998779296875,6.9029998779296875,24604
2022-09-27,6.935999870300293,7.119999885559082,6.617000102996826,6.651000022888184,6.651000022888184,36366
2022-09-28,6.665999889373779,6.901000022888184,6.455999851226807,6.868000030517578,6.868000030517578,98396
2022-09-29,7.0289998054504395,7.138999938964844,6.598999977111816,6.874000072479248,6.874000072479248,85719
2022-09-30,6.894999980926514,7.044000148773193,6.704999923706055,6.765999794006348,6.765999794006348,97372
2022-10-03,6.800000190734863,6.828999996185303,6.304999828338623,6.46999979019165,6.46999979019165,104483
2022-10-04,6.526000022888184,6.886000156402588,6.309999942779541,6.836999893188477,6.836999893188477,121681
2022-10-05,6.829999923706055,7.021999835968018,6.626999855041504,6.929999828338623,6.929999828338623,80869
2022-10-06,6.921000003814697,7.188000202178955,6.855999946594238,6.9720001220703125,6.9720001220703125,109938
2022-10-07,6.855999946594238,6.926000118255615,6.599999904632568,6.748000144958496,6.748000144958496,124707
2022-10-10,6.646999835968018,6.901000022888184,6.410999774932861,6.434999942779541,6.434999942779541,114235
2022-10-11,6.51200008392334,6.671000003814697,6.361999988555908,6.5960001945495605,6.5960001945495605,106885
2022-10-12,6.60099983215332,6.802999973297119,6.39900016784668,6.434999942779541,6.434999942779541,112382
2022-10-13,6.439000129699707,6.7769999504089355,6.336999893188477,6.741000175476074,6.741000175476074,131392
2022-10-14,6.684000015258789,6.742000102996826,6.408999919891357,6.453000068664551,6.453000068664551,96729
2022-10-17,6.263000011444092,6.314000129699707,5.9120001792907715,5.999000072479248,5.999000072479248,132424
2022-10-18,5.978000164031982,6.09499979019165,5.672999858856201,5.744999885559082,5.744999885559082,102085
2022-10-19,5.685999870300293,5.783999919891357,5.427000045776367,5.461999893188477,5.461999893188477,107157
2022-10-20,5.455999851226807,5.565000057220459,5.252999782562256,5.357999801635742,5.357999801635742,104216
2022-10-21,5.322000026702881,5.375,4.9029998779296875,4.959000110626221,4.959000110626221,101734
2022-10-24,4.96999979019165,5.258999824523926,4.75,5.198999881744385,5.198999881744385,69672
2022-10-25,5.186999797821045,5.739999771118164,5.11899995803833,5.61299991607666,5.61299991607666,39947
2022-10-26,5.729000091552734,5.748000144958496,5.3470001220703125,5.605999946594238,5.605999946594238,36778
2022-10-27,5.703000068664551,5.703000068664551,4.947999954223633,5.185999870300293,5.185999870300293,118808
2022-10-28,5.8480000495910645,5.889999866485596,5.546999931335449,5.684000015258789,5.684000015258789,84706
2022-10-31,5.831999778747559,6.400000095367432,5.822999954223633,6.355000019073486,6.355000019073486,128751
2022-11-01,6.269999980926514,6.309000015258789,5.613999843597412,5.714000225067139,5.714000225067139,136649
2022-11-02,5.828999996185303,6.302999973297119,5.7870001792907715,6.26800012588501,6.26800012588501,104854
2022-11-03,6.202000141143799,6.2179999351501465,5.874000072479248,5.974999904632568,5.974999904632568,98527
2022-11-04,5.934999942779541,6.510000228881836,5.89300012588501,6.400000095367432,6.400000095367432,117251
2022-11-07,6.980000019073486,7.2210001945495605,6.565999984741211,6.943999767303467,6.943999767303467,171262
2022-11-08,6.686999797821045,6.822999954223633,6.061999797821045,6.138000011444092,6.138000011444092,146540
2022-11-09,6.190000057220459,6.349999904632568,5.715000152587891,5.864999771118164,5.864999771118164,134654
2022-11-10,5.949999809265137,6.26200008392334,5.763999938964844,6.238999843597412,6.238999843597412,101637
2022-11-11,6.164999961853027,6.505000114440918,5.775000095367432,5.879000186920166,5.879000186920166,110492
2022-11-14,6.11899995803833,6.415999889373779,5.889999866485596,5.933000087738037,5.933000087738037,110910
2022-11-15,6.065000057220459,6.203000068664551,5.841000080108643,6.033999919891357,6.033999919891357,76925
2022-11-16,6.138000011444092,6.25,5.7270002365112305,6.199999809265137,6.199999809265137,112921
2022-11-17,6.204999923706055,6.546999931335449,6.1620001792907715,6.36899995803833,6.36899995803833,106768
2022-11-18,6.382999897003174,6.474999904632568,6.045000076293945,6.302999973297119,6.302999973297119,102563
2022-11-21,6.333000183105469,6.836999893188477,6.144999980926514,6.776000022888184,6.776000022888184,107821
2022-11-22,6.703000068664551,6.97599983215332,6.456999778747559,6.7789998054504395,6.7789998054504395,73116
2022-11-23,6.900000095367432,7.604000091552734,6.88700008392334,7.308000087738037,7.308000087738037,59054
2022-11-25,7.331999778747559,7.400000095367432,6.800000190734863,7.02400016784668,7.02400016784668,35506
2022-11-28,6.869999885559082,6.980000019073486,6.5,6.711999893188477,6.711999893188477,105914
2022-11-29,7.318999767303467,7.421000003814697,7.0920000076293945,7.235000133514404,7.235000133514404,101680
2022-11-30,7.263999938964844,7.304999828338623,6.806000232696533,6.929999828338623,6.929999828338623,107306
2022-12-01,6.966000080108643,7.2129998207092285,6.708000183105469,6.73799991607666,6.73799991607666,94563
2022-12-02,6.828999996185303,6.839000225067139,6.2210001945495605,6.281000137329102,6.281000137329102,115609
2022-12-05,5.900000095367432,6.052000045776367,5.556000232696533,5.577000141143799,5.577000141143799,167674
2022-12-06,5.642000198364258,5.673999786376953,5.336999893188477,5.468999862670898,5.468999862670898,131231
2022-12-07,5.388000011444092,5.849999904632568,5.382999897003174,5.7230000495910645,5.7230000495910645,172964
2022-12-08,5.814000129699707,6.164000034332275,5.769999980926514,5.961999893188477,5.961999893188477,154504
2022-12-09,5.929999828338623,6.390999794006348,5.794000148773193,6.244999885559082,6.244999885559082,160027
2022-12-12,6.949999809265137,7.058000087738037,6.486999988555908,6.586999893188477,6.586999893188477,171431
2022-12-13,6.533999919891357,7.105000019073486,6.499000072479248,6.934999942779541,6.934999942779541,168109
2022-12-14,6.951000213623047,6.960999965667725,6.336999893188477,6.429999828338623,6.429999828338623,139039
2022-12-15,6.370999813079834,7.035999774932861,6.357999801635742,6.96999979019165,6.96999979019165,139782
2022-12-16,6.888000011444092,6.888000011444092,6.218999862670898,6.599999904632568,6.599999904632568,116642
2022-12-19,6.1539998054504395,6.275000095367432,5.764999866485596,5.85099983215332,5.85099983215332,121279
2022-12-20,5.831999778747559,5.906000137329102,5.25600004196167,5.326000213623047,5.326000213623047,123996
2022-12-21,5.388999938964844,5.609000205993652,5.264999866485596,5.331999778747559,5.331999778747559,89444
2022-12-22,5.465000152587891,5.6529998779296875,4.974999904632568,4.999000072479248,4.999000072479248,66757
2022-12-23,5.0929999351501465,5.244999885559082,4.824999809265137,5.078999996185303,5.078999996185303,42105
2022-12-27,5.2829999923706055,5.367000102996826,5.080999851226807,5.2820000648498535,5.2820000648498535,41154
2022-12-28,5.183000087738037,5.183000087738037,4.5879998207092285,4.709000110626221,4.709000110626221,115022
2022-12-29,4.767000198364258,4.789999961853027,4.421999931335449,4.559000015258789,4.559000015258789,78441
2022-12-30,4.558000087738037,4.614999771118164,4.377999782562256,4.474999904632568,4.474999904632568,62281
2023-01-03,4.39300012588501,4.394000053405762,3.8940000534057617,3.98799991607666,3.98799991607666,116837
2023-01-04,4.007999897003174,4.218999862670898,3.9000000953674316,4.171999931335449,4.171999931335449,99759
2023-01-05,4.15500020980835,4.175000190734863,3.6510000228881836,3.7200000286102295,3.7200000286102295,116682
2023-01-06,3.7639999389648438,3.8389999866485596,3.5199999809265137,3.7100000381469727,3.7100000381469727,105050
2023-01-09,3.809999942779541,4.127999782562256,3.7809998989105225,3.9100000858306885,3.9100000858306885,130276
2023-01-10,3.9110000133514404,3.9110000133514404,3.5460000038146973,3.6389999389648438,3.6389999389648438,112231
2023-01-11,3.575000047683716,3.7769999504089355,3.421999931335449,3.6710000038146973,3.6710000038146973,133203
2023-01-12,3.694000005722046,3.946000099182129,3.6070001125335693,3.694999933242798,3.694999933242798,123743
2023-01-13,3.677000045776367,3.759999990463257,3.384000062942505,3.4189999103546143,3.4189999103546143,112096
2023-01-17,3.556999921798706,3.7890000343322754,3.5209999084472656,3.5859999656677246,3.5859999656677246,143310
2023-01-18,3.628000020980835,3.6440000534057617,3.2739999294281006,3.311000108718872,3.311000108718872,119853
2023-01-19,3.2929999828338623,3.3959999084472656,3.186000108718872,3.2750000953674316,3.2750000953674316,99670
2023-01-20,3.203000068664551,3.3889999389648438,3.0910000801086426,3.1740000247955322,3.1740000247955322,106735
2023-01-23,3.450000047683716,3.563999891281128,3.243000030517578,3.447000026702881,3.447000026702881,130377
2023-01-24,3.450000047683716,3.5950000286102295,3.2239999771118164,3.257999897003174,3.257999897003174,62585
2023-01-25,3.242000102996826,3.250999927520752,2.992000102996826,3.066999912261963,3.066999912261963,40750
2023-01-26,3.003000020980835,3.003000020980835,2.760999917984009,2.944000005722046,2.944000005722046,47669
2023-01-27,2.875999927520752,3.1760001182556152,2.8320000171661377,3.1089999675750732,3.1089999675750732,128689
2023-01-30,2.7200000286102295,2.7730000019073486,2.611999988555908,2.677000045776367,2.677000045776367,167291
2023-01-31,2.684999942779541,2.753000020980835,2.614000082015991,2.684000015258789,2.684000015258789,145544
2023-02-01,2.7300000190734863,2.7799999713897705,2.4630000591278076,2.4679999351501465,2.4679999351501465,210664
2023-02-02,2.503999948501587,2.5969998836517334,2.430999994277954,2.4560000896453857,2.4560000896453857,160777
2023-02-03,2.4570000171661377,2.515000104904175,2.3410000801086426,2.4100000858306885,2.4100000858306885,145394
2023-02-06,2.421999931335449,2.5,2.365000009536743,2.4570000171661377,2.4570000171661377,138819
2023-02-07,2.499000072479248,2.615000009536743,2.4230000972747803,2.5840001106262207,2.5840001106262207,228475
